City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
489,luanco,43.6152,-5.7934,290.94,93,100,2.68,ES,1726949521
490,san-pedro,4.7485,-6.6363,297.06,93,11,1.71,CI,1726949522
491,mongo,12.1844,18.693,298.24,76,76,1.86,TD,1726949523
492,weno,7.4515,151.8468,301.77,72,100,3.94,FM,1726949524
493,bouarfa,32.53,-1.95,293.4,68,100,3.3,MA,1726949525
494,oban,56.4127,-5.4706,286.57,86,7,1.08,GB,1726949526
495,malvan,16.0667,73.4667,300.04,82,44,2.3,IN,1726949529
496,lompoc,34.6391,-120.4579,293.11,79,100,3.09,US,1726949530
497,viedma,-40.8135,-62.9967,294.07,26,100,8.1,AR,1726949399
498,ribnita,47.7664,29.0011,290.58,52,0,1.84,MD,1726949532
499,soto la marina,23.7667,-98.2167,308.72,44,9,4.84,MX,1726949533
500,beichengqu,40.4394,113.1536,279.15,75,0,2.16,CN,1726949534
501,ilek,51.5271,53.3831,289.08,51,63,5.32,RU,1726949535
502,auki,-8.7676,160.7034,297.78,86,44,1.6,SB,1726949536
503,abepura,-2.6333,140.5833,297.6,88,20,1.03,ID,1726949268
504,san carlos,9.6612,-68.5827,303.08,74,65,1.23,VE,1726949539
505,indianola,41.3581,-93.5574,301.99,76,100,2.68,US,1726949540
506,lorengau,-2.0226,147.2712,299.71,82,100,1.12,PG,1726949541
507,sao geraldo do araguaia,-6.4006,-48.555,313.49,17,45,0.99,BR,1726949542
508,khotyn,48.4833,26.5,289.12,57,3,2.12,UA,1726949543
509,cannonvale,-20.2833,148.7,294.81,31,1,2.52,AU,1726949544
510,caluula,11.9661,50.7569,301.09,60,0,1.41,SO,1726949546
511,sao jose de ribamar,-2.5619,-44.0542,301.36,79,100,6.74,BR,1726949547
512,yichang,30.7144,111.2847,293.0,67,11,0.52,CN,1726949548
513,haiku-pauwela,20.9219,-156.3051,301.58,70,40,11.62,US,1726949549
514,guarapari,-20.6667,-40.4975,297.67,75,12,8.52,BR,1726949498
515,i-n-salah,27.1935,2.4607,306.35,31,81,12.02,DZ,1726949552
516,findlay,41.0442,-83.6499,306.22,30,0,1.79,US,1726949554
517,cabo san lucas,22.8909,-109.9124,304.32,58,20,1.54,MX,1726949555
518,calabozo,8.9242,-67.4293,305.76,59,100,2.32,VE,1726949556
519,kerman,30.2832,57.0788,297.86,14,0,1.6,IR,1726949557
520,val-d'or,48.1002,-77.7828,297.2,53,75,4.12,CA,1726949558
521,ulan bator,47.9077,106.8832,274.22,86,0,0.0,MN,1726949479
522,revda,56.801,59.9303,282.98,93,100,4.38,RU,1726949560
523,tondano,1.3038,124.9112,294.2,94,53,0.21,ID,1726949561
524,ispir,40.4829,40.9956,289.02,74,75,2.34,TR,1726949563
525,yelizovo,53.1873,158.3805,277.23,100,75,3.0,RU,1726949564
526,shingu,33.7333,135.9833,299.85,89,100,6.3,JP,1726949565
527,kanniyakumari,8.0833,77.5667,299.79,81,98,9.45,IN,1726949566
528,karratha,-20.7377,116.8463,294.85,72,100,8.12,AU,1726949567
529,neiafu,-18.65,-173.9833,298.53,83,40,3.6,TO,1726949568
530,turpan,42.9333,89.1667,299.87,16,89,1.11,CN,1726949569
531,hastings,50.8552,0.5729,291.48,40,86,4.51,GB,1726949570
532,dalandzadgad,43.5708,104.425,285.05,59,31,2.11,MN,1726949572
533,darwin,-12.4611,130.8418,298.14,83,100,2.57,AU,1726949573
534,dongsheng,39.8161,109.9776,280.89,67,100,1.37,CN,1726949440
535,saint-philippe,-21.3585,55.7679,295.35,85,30,5.4,RE,1726949575
536,husainabad,24.5333,84.0167,300.01,79,45,0.67,IN,1726949577
537,salinopolis,-0.6136,-47.3561,300.68,75,65,6.18,BR,1726949578
538,muisne,0.6,-80.0333,298.98,73,36,4.96,EC,1726949579
539,gamay,12.3854,125.2979,296.93,97,87,1.72,PH,1726949580
540,tralee,52.2704,-9.7026,285.51,89,33,2.44,IE,1726949581
541,mcalester,34.9334,-95.7697,310.2,32,0,4.12,US,1726949582
542,chikwawa,-16.0335,34.8009,301.51,56,2,4.69,MW,1726949583
543,cozumel,20.5083,-86.9458,299.19,83,100,3.09,MX,1726949394
544,sarande,39.8756,20.0053,297.11,68,1,1.31,AL,1726949585
545,itaituba,-4.2761,-55.9836,312.2,23,100,2.05,BR,1726949586
546,tionk essil,12.7856,-16.5217,298.69,92,100,2.56,SN,1726949588
547,cadale,2.7603,46.3222,298.97,87,6,7.82,SO,1726949589
548,jianguang,28.1938,115.7836,293.95,74,100,7.86,CN,1726949590
549,al hufuf,25.3646,49.5653,304.34,45,0,1.54,SA,1726949591
550,codrington,-38.2667,141.9667,284.26,86,93,6.86,AU,1726949592
551,kermit,31.8576,-103.0927,307.06,38,40,7.2,US,1726949593
552,mazatlan,23.2167,-106.4167,305.13,73,75,4.12,MX,1726949594
553,ginir,7.1333,40.7,289.62,80,76,1.37,ET,1726949595
554,kruisfontein,-34.0033,24.7314,284.74,76,0,2.75,ZA,1726949597
555,sao tome,0.3365,6.7273,298.98,86,40,4.3,ST,1726949598
556,lensk,60.7253,114.9278,282.35,99,100,0.9,RU,1726949599
557,vila franca do campo,37.7167,-25.4333,295.38,77,100,1.95,PT,1726949600
558,dunedin,-45.8742,170.5036,283.04,83,100,2.1,NZ,1726949479
559,xiaoweizhai,26.1903,107.5125,291.95,78,100,4.21,CN,1726949455
560,kerbakhiar,40.1067,46.0383,282.05,92,91,1.06,AZ,1726949474
561,santa ana,33.7456,-117.8678,297.91,68,75,3.6,US,1726949605
562,borujen,31.9652,51.2873,290.54,27,0,1.95,IR,1726949606
563,suva,-18.1416,178.4415,297.86,78,40,3.09,FJ,1726949515
564,rasskazovo,52.6714,41.9033,287.96,59,44,3.02,RU,1726949608
565,ayaviri,-14.8864,-70.5889,291.88,17,14,2.58,PE,1726949609
566,belle fourche,44.6714,-103.8522,289.86,42,86,6.39,US,1726949610
567,jeremie,18.65,-74.1167,303.53,70,55,2.15,HT,1726949611
